event,date,country,city,artist,album,track,isrc,linkid,Year,Month,Day
click,2021-08-21,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,India,Ludhiana,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,21
click,2021-08-21,France,Unknown,"Simone & Simaria, Sebastian Yatra",No Llores Más,No Llores Más,BRUM72003904,35573248-4e49-47c7-af80-08a960fa74cd,2021,August,21
click,2021-08-21,Maldives,Malé,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,United States,Los Angeles,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,21
click,2021-08-21,Sierra Leone,Unknown,Coi Leray,No More Parties,No More Parties,USUM72100947,51a9a818-40d2-432d-b48a-9dcff61c6278,2021,August,21
click,2021-08-21,United Kingdom,Stockport,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,4a44b83e-9563-4891-af3f-36fa37421db6,2021,August,21
click,2021-08-21,United States,Pflugerville,Billie Eilish,Happier Than Ever,Happier Than Ever,USUM72105936,d58a7ad8-f1f7-43c7-90fc-02906b703089,2021,August,21
click,2021-08-21,France,Unknown,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,21
click,2021-08-20,Sweden,Stockholm,Vitamin A,Happy Birthday,Happy Birthday,US3DF1612162,f563adc4-d7c6-4d70-93d0-06bab552f642,2021,August,20
click,2021-08-20,United Arab Emirates,Dubai,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
click,2021-08-20,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-20,Sweden,Knivsta,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,20
click,2021-08-20,Saudi Arabia,Riyadh,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
click,2021-08-20,Qatar,Doha,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333,2021,August,20
click,2021-08-20,India,Nashik,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,2a636360-84e6-4e05-8c41-bf308b1cd8c1,2021,August,20
click,2021-08-20,Germany,Essen,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,20
click,2021-08-20,India,Indore,PinkPantheress,Passion,Passion,GBAYE2100808,3a3b7164-6c26-45a7-a64b-0b1ade487d50,2021,August,20
click,2021-08-20,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,20
click,2021-08-20,Albania,Unknown,"SHRK, Shiloh Dynasty",Sad Hours,Sad Life,QZ22B1934144,ce48666e-1652-4541-82c4-8d4115c39325,2021,August,20
click,2021-08-20,Iraq,Unknown,Duncan Laurence,Small Town Boy,Arcade (feat. FLETCHER),NL1TK2000069,cce607e4-1ecb-4ac7-9f83-eb0ce1e1e6d9,2021,August,20
click,2021-08-20,India,Hyderabad,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,20
click,2021-08-20,India,Bengaluru,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,20
click,2021-08-20,Romania,Topoloveni,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-20,United Arab Emirates,Dubai,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-20,Morocco,Casablanca,Bazzi,COSMIC,Mine,USAT21704227,58802900-e783-45d7-be07-271d83efd3f8,2021,August,20
click,2021-08-20,India,Pune,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534,2021,August,20
click,2021-08-20,Kuwait,Kuwait City,Billie Eilish,Lost Cause,Lost Cause,USUM72105929,33fbbe3c-c497-446e-a849-f9fc29b60701,2021,August,20
click,2021-08-20,Iraq,Duhok,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,20
click,2021-08-22,Nigeria,Lagos,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,India,Pune,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780,2021,August,22
click,2021-08-22,India,Raipur,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,Finland,Julkujaervi,Groove Delight,San Andreas,San Andreas - Radio Edit,ES71G1633735,5df02edc-daea-47f0-ac73-0ca9441dfae9,2021,August,22
click,2021-08-22,Saudi Arabia,Jeddah,Mohamed Hamaki,Kol Yom Men Dah,Baeit Maah,EGA1C1900007,52db3420-2f56-4d7d-8b53-57ad96b337d4,2021,August,22
click,2021-08-22,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,India,Bengaluru,"Dave, Stormzy",Clash (feat. Stormzy),Clash (feat. Stormzy),GBUM72103840,5d501227-1a9e-4830-ad81-e115d3879548,2021,August,22
click,2021-08-22,India,Delhi,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,22
click,2021-08-22,India,Mangalore,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,22
click,2021-08-22,France,Unknown,"Sam Lachow, Blimes and Gab, Ryan Campbell",Cloak & Dagger,Cloak & Dagger,QZMHL2074192,8f8d1aee-decb-46a3-9f1a-f081a3ab294b,2021,August,22
click,2021-08-22,India,Ahmedabad,Iamdoechii,Oh The Places You’ll Go,Yucky Blucky Fruitcake,QZK6K2014718,199dedd7-4eeb-40f0-8fe6-7444d4650ce6,2021,August,22
click,2021-08-22,Bangladesh,Dhaka,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,22
click,2021-08-22,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,Saudi Arabia,Riyadh,potsu,[oops],[oops],QM42K1738773,5014b22d-223f-409d-b442-02366786548c,2021,August,22
click,2021-08-22,Fiji,Suva,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054,2021,August,22
click,2021-08-22,India,Surat,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,22
click,2021-08-22,India,Patna,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3,2021,August,22
click,2021-08-22,India,New Delhi,Sueco,Paralyzed,Paralyzed,USAT22104499,52762e40-cb7a-4a8a-beb7-03fbd6cca9f8,2021,August,22
click,2021-08-22,Kuwait,Kuwait City,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,22
click,2021-08-22,Kuwait,Kuwait City,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811,2021,August,22
click,2021-08-22,Nigeria,Lagos,"SHRK, Shiloh Dynasty",Sad Hours,Sad Life,QZ22B1934144,ce48666e-1652-4541-82c4-8d4115c39325,2021,August,22
click,2021-08-22,India,Visakhapatnam,"Pop Smoke, 21 Savage, 42 Dugg",Faith,Bout A Million (feat. 42 Dugg & 21 Savage),USUM72112386,9ca8ca2d-3507-4287-8f66-a80314dc7169,2021,August,22
click,2021-08-22,Turkey,Aksaray,"J Balvin, Skrillex",In Da Getto,In Da Getto,QZM5U2100095,6aebc33e-3788-42c1-be7b-c7a610ebccf5,2021,August,22
click,2021-08-22,Russia,Chelyabinsk,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,22
click,2021-08-22,India,Jodhpur,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,India,Jaipur,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,United States,Statesville,The Notorious B.I.G.,Bad Boy 20th Anniversary Box Set Edition,Big Poppa - 2016 Remaster,USRH11604386,7f5b7f03-2494-4150-ba6d-01f4ac2688b9,2021,August,22
click,2021-08-22,Belgium,Comines,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e,2021,August,22
click,2021-08-22,Norway,Oslo,Bo Burnham,Inside (The Songs),Bezos I,USA2P2122060,1cded359-7b54-4086-987e-4cae307a446f,2021,August,22
click,2021-08-22,United States,Happy Valley,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,22
click,2021-08-23,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
click,2021-08-23,India,New Delhi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
click,2021-08-23,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
click,2021-08-23,Cabo Verde,Unknown,Megan Thee Stallion,Thot Shit,Thot Shit,QMCE32100340,f6d1717b-7707-4747-a048-37a36bf4048c,2021,August,23
click,2021-08-23,France,Bagneux,"The Martinez Brothers, Fuego",PAP (Pendiente Al Paso),PAP (Pendiente Al Paso),USUYG1379533,0f737ba8-48f0-4eb1-b29c-01b082e75872,2021,August,23
click,2021-08-23,Germany,Burghausen,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811,2021,August,23
click,2021-08-23,India,Gurgaon,Xilo,Aesthetic,Aesthetic,QZFZ22071847,37797237-a393-45b3-ac83-49c863cb78d8,2021,August,23
click,2021-08-23,Saudi Arabia,Riyadh,Dermot Kennedy,Better Days,Better Days,USUG12102831,dc91d9db-f61d-4f88-a02c-8f984e168862,2021,August,23
click,2021-08-23,India,Ahmedabad,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",La Mamá de la Mamá,La Mamá de la Mamá,uscgj2190595,e588ad9d-e5b1-4750-8b34-5040a53ac4f2,2021,August,23
click,2021-08-23,United States,Conroe,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,23
click,2021-08-22,Italy,Unknown,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,22
click,2021-08-22,Saudi Arabia,Dammam,Saib,Elevation - Single,Elevation,USAT22007782,55b65f67-3b60-4f8f-b14b-65a4ffaa729e,2021,August,22
click,2021-08-22,Austria,Hollabrunn,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,India,Lucknow,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25,2021,August,22
click,2021-08-22,United Kingdom,Sheffield,"Joel Corry, Jax Jones, Charli XCX, Saweetie",OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),UK4ZF2100518,d9a1614f-c3c3-415e-a705-c481a5cd3f82,2021,August,22
click,2021-08-22,Libya,Tripoli,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,France,Unknown,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,22
click,2021-08-22,Albania,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,United States,Columbus,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,22
click,2021-08-22,Saudi Arabia,Riyadh,Vitamin A,Happy Birthday,Happy Birthday,US3DF1612162,f563adc4-d7c6-4d70-93d0-06bab552f642,2021,August,22
click,2021-08-22,United States,Lancaster,"Pop Smoke, 21 Savage, 42 Dugg",Faith,Bout A Million (feat. 42 Dugg & 21 Savage),USUM72112386,9ca8ca2d-3507-4287-8f66-a80314dc7169,2021,August,22
click,2021-08-22,Pakistan,Saddiqabad,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,Sweden,Mora,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2,2021,August,22
click,2021-08-22,India,Hyderabad,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,22
click,2021-08-22,Iraq,Erbil,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,India,Indore,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,22
click,2021-08-22,India,Nagpur,Uzumaki Baka,Agar Tum Sath Ho Remix,Agar Tum Sath Ho Remix,BXY5K2118446,92699f7a-acc7-4262-af67-12ffbd31d17d,2021,August,22
click,2021-08-22,Iraq,Erbil,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,Pakistan,Karachi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-23,United States,Minneapolis,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,23
click,2021-08-23,India,Ludhiana,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713,2021,August,23
click,2021-08-23,India,Ludhiana,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713,2021,August,23
click,2021-08-23,Sweden,Stockholm,"ScHoolboy Q, Kendrick Lamar",Oxymoron (Deluxe),Collard Greens,USUM71307354,59515f81-b5f4-40a8-8af9-f871002cd759,2021,August,23
click,2021-08-23,India,Lucknow,YBN Nahmir,Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),USAT22100133,2966c0aa-7a88-4397-a7b1-9a4da05efa79,2021,August,23
click,2021-08-23,United States,Los Angeles,LAKEY INSPIRED,Better Days,Better Days,QM42K1738106,f3820ceb-486c-407c-a8c4-80ac49c2391d,2021,August,23
click,2021-08-23,United States,Seattle,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,23
click,2021-08-23,India,Pune,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054,2021,August,23
click,2021-08-23,India,Delhi,KAROL G,200 COPAS (Short Version),200 COPAS - Short Version,USUM72105921,c063f2de-4355-4879-929f-52083e01b4ca,2021,August,23
click,2021-08-23,India,Pune,"Justin Bieber, Ludacris",My World 2.0,Baby,USUM70919263,38390938-0454-41fa-8dce-5e3af9710ecf,2021,August,23
click,2021-08-23,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
click,2021-08-23,Bahrain,Manama,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
click,2021-08-23,Saudi Arabia,Al Qatif,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,23
click,2021-08-23,Saudi Arabia,Jeddah,"Maroon 5, Megan Thee Stallion",JORDI (Deluxe),Beautiful Mistakes (feat. Megan Thee Stallion),USUM72103449,7aaf5a76-d98d-4319-a14e-bbc618248b6c,2021,August,23
click,2021-08-23,India,New Delhi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,23
click,2021-08-23,Pakistan,Faisalabad,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713,2021,August,23
click,2021-08-23,Tunisia,Unknown,LAKEY INSPIRED,Better Days,Better Days,QM42K1738106,f3820ceb-486c-407c-a8c4-80ac49c2391d,2021,August,23
click,2021-08-23,Pakistan,Unknown,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9,2021,August,23
click,2021-08-23,United Kingdom,Cranbrook,PinkPantheress,Passion,Passion,GBAYE2100808,3a3b7164-6c26-45a7-a64b-0b1ade487d50,2021,August,23
click,2021-08-23,DR Congo,Kinshasa,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9,2021,August,23
click,2021-08-23,Qatar,Doha,Myke Towers,ALMAS GEMELAS,ALMAS GEMELAS,USWL12100336,9ab2b175-85b8-432d-8e82-f3159be870ee,2021,August,23
click,2021-08-23,Germany,Finsterwalde,Duncan Laurence,Small Town Boy,Arcade (feat. FLETCHER),NL1TK2000069,cce607e4-1ecb-4ac7-9f83-eb0ce1e1e6d9,2021,August,23
click,2021-08-23,France,Paris,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534,2021,August,23
click,2021-08-23,Saudi Arabia,Riyadh,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd,2021,August,23
click,2021-08-23,Saudi Arabia,Riyadh,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,23
click,2021-08-23,India,Nagpur,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b,2021,August,23
click,2021-08-23,Australia,Melbourne,Kreepa,Oh No (Instrumental),Oh No (Instrumental),USUYG1343455,44fba5ca-b565-4baa-bba0-c136c5042823,2021,August,23
click,2021-08-23,Saudi Arabia,Al Kharj,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,23
click,2021-08-23,United States,San Angelo,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811,2021,August,23
click,2021-08-23,France,Barastre,"We The Kings, Elena Coats",Somewhere Somehow,Sad Song feat Elena Coats,QMGKG1300017,1daa786c-8675-486c-8789-e6e8af73099b,2021,August,23
click,2021-08-21,Iraq,Erbil,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,United Arab Emirates,Dubai,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Iraq,Unknown,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc,2021,August,21
click,2021-08-21,Saudi Arabia,Dammam,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,France,Paris,"The Martinez Brothers, Fuego",PAP (Pendiente Al Paso),PAP (Pendiente Al Paso),USUYG1379533,0f737ba8-48f0-4eb1-b29c-01b082e75872,2021,August,21
click,2021-08-21,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,21
click,2021-08-21,Saudi Arabia,Riyadh,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,21
click,2021-08-21,Turkey,Bursa,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054,2021,August,21
click,2021-08-21,United States,Fond du Lac,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e,2021,August,21
click,2021-08-21,United States,San Antonio,3409,Cali Girls,Cali Girls,QZS632137375,e1926c96-060d-4de0-b3c0-52f72a661ebd,2021,August,21
click,2021-08-21,India,Patna,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,21
click,2021-08-21,France,Marseille,"Justin Quiles, Chimbala, Zion & Lennox",Loco,Loco,USWL12100223,6ec91846-dae0-448e-8afe-a775547c0fad,2021,August,21
click,2021-08-21,Saudi Arabia,Riyadh,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,21
click,2021-08-21,United States,High Point,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,21
click,2021-08-21,Norway,Oslo,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9,2021,August,21
click,2021-08-21,Canada,Ajax,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559,2021,August,21
click,2021-08-21,Saudi Arabia,Dammam,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,21
click,2021-08-21,Kenya,Nairobi,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c,2021,August,21
click,2021-08-21,United States,Scottsville,Ed Sheeran,÷ (Deluxe),Perfect,GBAHS1700024,7ba36fe9-da9f-4f14-ac38-920d0346cc3b,2021,August,21
click,2021-08-21,France,Unknown,Billie Eilish,Lost Cause,Lost Cause,USUM72105929,33fbbe3c-c497-446e-a849-f9fc29b60701,2021,August,21
click,2021-08-22,India,Ahmedabad,Issam Alnajjar,Hadal Ahbek,Hadal Ahbek,USL4Q2071965,4f4f5cf4-bca5-43f9-a0bc-32fa104dbabc,2021,August,22
click,2021-08-22,India,Raipur,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,French Guiana,Remire-Montjoly,SoFaygo,Angelic 7,Knock Knock,QZFYX2070670,cb8d374a-50a0-4d4b-8dba-b84892084f1a,2021,August,22
click,2021-08-22,Saudi Arabia,Jeddah,Miscél,when you left,when you left,QM42K1907890,2fc15e8b-83aa-40ee-9f9d-5d96c6d4356c,2021,August,22
click,2021-08-22,United States,Lumberton,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02,2021,August,22
click,2021-08-22,Pakistan,Lahore,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8,2021,August,22
click,2021-08-22,France,Uzès,Duncan Laurence,Small Town Boy,Arcade (feat. FLETCHER),NL1TK2000069,cce607e4-1ecb-4ac7-9f83-eb0ce1e1e6d9,2021,August,22
click,2021-08-22,Saudi Arabia,Riyadh,Ariana Grande,"thank u, next",7 rings,USUM71900110,184041ab-9c90-4c29-8b6b-6ac2261be2d3,2021,August,22
click,2021-08-22,India,Hyderabad,"Fat Joe, Remy Ma, French Montana, InfaRed",All The Way Up feat French Montana Infared,All The Way Up,USUYG1095627,c168bf90-8437-4c06-a864-5ca52c0f014b,2021,August,22
